Sensor Noise Accelerometer,Sensor Noise Gyroscope,Sensor Noise Magnetometer,Sensor Noise Pressure,Rotor Orientation,Gravity_x,Gravity_y,Gravity_z,Magnetic Field_x,Magnetic Field_y,Magnetic Field_z,Wind_x,Wind_y,Wind_z,Wind Deviation_x,Wind Deviation_y,Wind Deviation_z,Number of Iterations,Battery Consumption,Number of Ground Contacts,Number of Engine Failures,Number of Mission Failures
0.16,0.016,0.0001,0.16,x,0.0,0.0,9.80665,0.0,0.0,0.65,1.0,20.0,10.0,0.0,0.0,1.0,835,0.37765100000000007,51,0,0
1.28,0.128,0.0128,1.28,x,0.0,0.0,9.80665,0.4,0.2,0.65,20.0,0.0,10.0,10.0,0.0,0.0,805,0.0,0,0,0
0.01,0.001,0.1024,0.01,x,0.0,0.0,9.80665,0.21523,0.65,0.2,20.0,0.0,1.0,1.0,1.0,0.0,791,0.37148944000000017,52,0,0
1.28,0.001,0.0128,0.64,+,0.0,0.0,9.80665,0.4,0.65,0.0,20.0,0.0,20.0,10.0,1.0,10.0,686,0.38099840000000007,64,0,0
0.16,0.001,0.0001,0.01,x,0.0,0.0,9.80665,0.65,0.2,0.2,10.0,1.0,10.0,1.0,0.0,10.0,804,0.1854840000000001,1,0,0
0.16,0.128,0.0128,0.01,x,0.0,0.0,9.80665,0.4,0.0,0.42741,20.0,10.0,0.0,0.0,0.0,10.0,765,0.3885472000000002,58,0,0
1.28,0.016,0.0016,0.01,+,0.0,0.0,9.80665,0.21523,0.2,0.42741,0.0,0.0,10.0,0.0,0.0,10.0,815,0.1883294000000001,1,0,0
0.01,0.128,0.0001,1.28,+,0.0,0.0,9.80665,0.21523,0.0,0.2,1.0,10.0,10.0,1.0,10.0,10.0,811,0.0,0,0,0
1.28,0.128,0.0016,0.64,+,0.0,0.0,9.80665,0.65,0.0,0.0,1.0,20.0,20.0,0.0,0.0,1.0,250,0.0,0,0,0
1.28,0.016,0.1024,0.16,x,0.0,0.0,9.80665,0.65,0.65,0.42741,0.0,20.0,20.0,0.0,1.0,0.0,834,0.37692020000000015,51,0,0
0.16,0.001,0.0128,0.16,x,0.0,0.0,9.80665,0.0,0.2,0.2,10.0,20.0,0.0,10.0,10.0,0.0,826,0.4085847400000001,60,0,0
0.01,0.001,0.0512,1.28,x,0.0,0.0,9.80665,0.0,0.0,0.42741,20.0,1.0,0.0,0.0,1.0,1.0,819,0.38154330000000014,52,0,0
0.64,0.128,0.0512,0.01,x,0.0,0.0,9.80665,0.65,0.65,0.42741,1.0,20.0,0.0,0.0,0.0,10.0,801,0.3833072000000002,53,0,0
0.01,0.016,0.0016,0.16,x,0.0,0.0,9.80665,0.0,0.2,0.42741,20.0,20.0,0.0,1.0,10.0,1.0,691,0.3819369400000001,63,0,0
1.28,0.001,0.0128,0.64,x,0.0,0.0,9.80665,0.65,0.2,0.42741,1.0,1.0,20.0,1.0,1.0,10.0,812,0.18853530000000018,2,0,0
0.01,0.128,0.0128,0.01,+,0.0,0.0,9.80665,0.21523,0.2,0.42741,1.0,10.0,20.0,10.0,1.0,0.0,818,0.18647230000000015,1,0,0
0.64,0.016,0.0016,1.28,+,0.0,0.0,9.80665,0.4,0.0,0.0,10.0,1.0,20.0,1.0,1.0,0.0,810,0.18233255000000015,1,0,0
0.01,0.001,0.0512,1.28,x,0.0,0.0,9.80665,0.0,0.0,0.0,20.0,0.0,10.0,1.0,10.0,0.0,799,0.0,0,0,0
0.64,0.128,0.0128,0.01,x,0.0,0.0,9.80665,0.4,0.65,0.0,0.0,1.0,0.0,10.0,10.0,0.0,778,0.17831585000000016,1,0,0
0.01,0.016,0.0128,1.28,x,0.0,0.0,9.80665,0.21523,0.65,0.65,20.0,10.0,10.0,10.0,10.0,0.0,791,0.39640370000000014,58,0,0
0.01,0.001,0.0128,1.28,x,0.0,0.0,9.80665,0.0,0.65,0.2,0.0,0.0,20.0,0.0,1.0,0.0,809,0.0,0,0,0
0.64,0.001,0.0128,0.01,+,0.0,0.0,9.80665,0.4,0.2,0.65,0.0,10.0,20.0,0.0,0.0,1.0,823,0.18906763000000015,1,0,0
0.16,0.001,0.0128,1.28,x,0.0,0.0,9.80665,0.0,0.65,0.0,0.0,20.0,1.0,1.0,1.0,1.0,847,0.3988910600000001,55,0,0
0.01,0.016,0.0001,1.28,x,0.0,0.0,9.80665,0.21523,0.0,0.0,20.0,1.0,0.0,10.0,1.0,10.0,820,0.3807357000000001,53,0,0
0.16,0.001,0.1024,1.28,+,0.0,0.0,9.80665,0.21523,0.0,0.42741,20.0,20.0,20.0,0.0,0.0,0.0,525,0.3502801400000001,63,0,0
0.01,0.016,0.0128,0.16,+,0.0,0.0,9.80665,0.0,0.2,0.0,20.0,1.0,0.0,0.0,10.0,0.0,858,0.38224944000000016,54,0,0
0.01,0.016,0.0016,1.28,+,0.0,0.0,9.80665,0.0,0.2,0.0,1.0,20.0,1.0,1.0,0.0,10.0,923,0.39617610000000003,55,0,0
0.64,0.128,0.0016,0.64,x,0.0,0.0,9.80665,0.21523,0.2,0.42741,0.0,10.0,20.0,10.0,0.0,1.0,812,0.0,0,0,0
1.28,0.016,0.0001,0.01,+,0.0,0.0,9.80665,0.4,0.2,0.0,0.0,0.0,20.0,1.0,0.0,0.0,829,0.19211250000000013,1,0,0
0.01,0.128,0.0016,0.64,+,0.0,0.0,9.80665,0.4,0.65,0.65,10.0,0.0,20.0,10.0,0.0,10.0,734,0.16527566000000016,1,0,0
0.64,0.128,0.0128,1.28,x,0.0,0.0,9.80665,0.21523,0.65,0.42741,1.0,20.0,20.0,0.0,1.0,0.0,551,0.0,0,0,0
0.16,0.016,0.1024,0.64,+,0.0,0.0,9.80665,0.21523,0.0,0.65,1.0,20.0,20.0,0.0,10.0,1.0,883,0.382093,53,0,0
0.01,0.128,0.0512,0.64,x,0.0,0.0,9.80665,0.21523,0.0,0.2,10.0,10.0,10.0,0.0,1.0,10.0,858,0.0,0,0,0
1.28,0.128,0.0512,0.16,+,0.0,0.0,9.80665,0.4,0.2,0.65,10.0,20.0,1.0,0.0,0.0,1.0,928,0.41269770000000017,59,0,0
1.28,0.016,0.0128,1.28,x,0.0,0.0,9.80665,0.4,0.0,0.65,10.0,10.0,1.0,1.0,1.0,1.0,879,0.18339977000000007,1,0,0
0.64,0.016,0.0128,0.01,x,0.0,0.0,9.80665,0.21523,0.0,0.42741,10.0,10.0,0.0,10.0,0.0,10.0,886,0.18418655000000017,2,0,0
0.16,0.001,0.1024,0.16,x,0.0,0.0,9.80665,0.0,0.65,0.65,20.0,10.0,1.0,1.0,0.0,1.0,863,0.2274157000000001,9,0,0
0.64,0.016,0.0512,1.28,x,0.0,0.0,9.80665,0.4,0.0,0.2,1.0,0.0,10.0,0.0,10.0,0.0,854,0.1783865,2,0,0
1.28,0.001,0.0128,0.64,x,0.0,0.0,9.80665,0.21523,0.65,0.2,20.0,1.0,1.0,10.0,1.0,0.0,889,0.39587570000000016,57,0,0
0.64,0.016,0.1024,1.28,+,0.0,0.0,9.80665,0.0,0.2,0.2,10.0,20.0,10.0,10.0,0.0,1.0,794,0.0,0,0,0
0.01,0.001,0.0128,0.01,x,0.0,0.0,9.80665,0.21523,0.65,0.42741,1.0,0.0,20.0,10.0,1.0,0.0,819,0.0,0,0,0
1.28,0.128,0.0512,1.28,x,0.0,0.0,9.80665,0.65,0.0,0.65,0.0,1.0,20.0,1.0,0.0,1.0,841,0.18343230000000021,1,0,0
0.01,0.001,0.1024,1.28,x,0.0,0.0,9.80665,0.0,0.65,0.65,1.0,20.0,1.0,1.0,1.0,0.0,884,0.38283120000000026,53,0,0
0.64,0.001,0.0512,1.28,+,0.0,0.0,9.80665,0.65,0.65,0.42741,1.0,1.0,20.0,1.0,10.0,0.0,888,0.18452340000000012,1,0,0
0.01,0.128,0.1024,0.01,+,0.0,0.0,9.80665,0.4,0.0,0.42741,0.0,20.0,1.0,1.0,1.0,0.0,868,0.3848621000000001,55,0,0
0.01,0.128,0.0001,0.01,+,0.0,0.0,9.80665,0.0,0.65,0.65,20.0,20.0,0.0,1.0,0.0,10.0,747,0.3788171,62,0,0
0.64,0.016,0.0128,0.01,+,0.0,0.0,9.80665,0.21523,0.2,0.0,1.0,1.0,10.0,10.0,10.0,10.0,871,0.18115560000000008,1,0,0
0.01,0.001,0.0128,0.16,+,0.0,0.0,9.80665,0.65,0.2,0.42741,1.0,0.0,1.0,10.0,10.0,1.0,875,0.1828275600000001,1,0,0
0.16,0.016,0.0016,0.01,x,0.0,0.0,9.80665,0.21523,0.65,0.2,20.0,0.0,20.0,0.0,1.0,0.0,882,0.38951257000000017,56,0,0
1.28,0.016,0.0001,1.28,+,0.0,0.0,9.80665,0.4,0.65,0.42741,0.0,10.0,0.0,0.0,0.0,0.0,899,0.18394770000000016,1,0,0
